2215,103111,7. septembra,→,14.5084696098982,46.0900125259025
2216,103112,7. septembra,,14.5086353966768,46.0898229796124
3330,600022,Ajdovščina,,14.5039868517979,46.0535390082324
2022,503031,Akademija,→,14.52924188551,46.0321902788228
2023,503032,Akademija,,14.5290982905482,46.0320795364951
3335,502013,Ambrožev trg,→,14.5172493587762,46.0495728420941
3334,502014,Ambrožev trg,,14.5168919025372,46.0495752574493
2081,103031,AMZS,→,14.51192,46.07782
2082,103032,AMZS,,14.51221,46.07735
1861,804171,Andreja Bitenca,→,14.4651328356827,46.0853832906922
1860,804172,Andreja Bitenca,,14.4651100051609,46.0859041528413
2131,303061,Archinetova,→,14.5553811524467,46.056254518624
2132,303062,Archinetova,,14.5567446524791,46.056019318024
2087,101051,Astra,→,14.5084860025511,46.0647389188896
2088,101052,Astra,,14.5090730833369,46.0648973517199
1949,602051,Aškerčeva,→,14.498692577197,46.0466149021947
1948,602052,Aškerčeva,,14.4993791192346,46.0466733978688
1932,803021,Avtomontaža,→,14.4822732496708,46.0769346799793
1933,803022,Avtomontaža,,14.4824498264085,46.0773180697392
3570,604022,Barje,,14.5117994373386,46.0151835136562
3571,604023,Barje,→,14.5122216455221,46.0149206439703
1977,600011,Bavarski dvor (Korabar),,14.505488014758,46.0562502760306
1976,600012,Bavarski dvor (Kozolec),,14.5051456871461,46.0561009080242
2228,204141,Belinka,→,14.5746803012386,46.0914284680761
2229,204142,Belinka,,14.5757280921188,46.0911968501555
1874,101031,Bežigrad,→,14.5117702100289,46.0637341978335
1875,101032,Bežigrad,,14.5101806614003,46.063337242755
3367,403071,Bilečanska,→,14.5442139875665,46.0459449524855
3372,403072,Bilečanska,,14.5442050044137,46.0457009959408
3364,404121,Bizovik,,14.5719944841569,46.0378720155047
3798,504121,Bobrova,→,14.5323392057831,46.0241304097288
3799,504122,Bobrova,,14.5315397051802,46.0245121322412
3331,704041,Bokalce,→,14.448009,46.051926
1987,402041,Bolnica,→,14.5282085175713,46.0543085654282
1988,402042,Bolnica,,14.5289485995372,46.0542549933401
1870,802041,Bolnica P. Držaja,→,14.4857786602125,46.0675141042531
1871,802042,Bolnica P. Držaja,,14.485504304584,46.0679190680763
2098,703101,Bonifacija,→,14.4737691945907,46.0399914117333
2097,703102,Bonifacija,,14.4737331862327,46.0404553425657
3526,103191,Božičeva,→,14.520355679893,46.075776496368
3527,103192,Božičeva,,14.5203377135873,46.0756108212601
1880,203181,Bratislavska,→,14.5515032876908,46.0661748219224
1881,203182,Bratislavska,,14.5510579735067,46.065833148618
2238,803161,Bratov Babnik,→,14.4629982766378,46.0747447580168
2239,803162,Bratov Babnik,,14.4638432106842,46.0749701988413
2041,803131,Bratov Učakar,→,14.4727939732586,46.0698730895148
2040,803132,Bratov Učakar,,14.4733813920661,46.0697392773975
2203,101061,Bratov Židan,→,14.5029670392812,46.0652125914215
2204,101062,Bratov Židan,,14.5031369934877,46.0654599623076
3397,614021,Brglezov štradon,→,14.5001076533889,46.0093538327583
3398,614022,Brglezov štradon,,14.499595613677,46.0094289461203
2209,103021,Brinje,→,14.5056154640785,46.076962365076
2210,103022,Brinje,,14.5063455897371,46.0779175872901
2332,204121,Brnčičeva,→,14.555810025269,46.093735103828
2113,303071,Brodarjev trg,→,14.5530999343792,46.0544323043463
2114,303072,Brodarjev trg,,14.5534459082234,46.0542080945127
2250,203141,BTC-Emporium,→,14.544999032953,46.0621495427638
2249,203142,BTC-Emporium,,14.5449699852891,46.0617841842246
2252,203131,BTC-Kolosej,→,14.5485897737553,46.0656260766576
2251,203132,BTC-Kolosej,,14.5477370207839,46.0659349521535
2248,203121,BTC-tržnica,→,14.5442369722116,46.0656605142907
2247,203122,BTC-tržnica,,14.5439740522248,46.0654937304734
2246,203111,BTC-uprava,→,14.54187936884,46.0683627436705
2245,203112,BTC-uprava,,14.5420302286368,46.0681796083574
3524,103173,Center Stožice,→,14.5246136943398,46.0791274024066
2198,602011,Cankarjev dom,→,14.4985177210652,46.0510371818915
2197,602012,Cankarjev dom,,14.4970181229667,46.0500969106315
3401,614041,Capuder,→,14.4907831407397,46.0057013216667
3402,614042,Capuder,,14.4903609325562,46.0059266764209
2335,104091,Cesta na Brod,→,14.5461328227218,46.0965950903672
2336,104092,Cesta na Brod,,14.5470074985983,46.0960606197726
2166,404021,Cesta v Bizovik,→,14.5699107187337,46.044648308075
2167,404022,Cesta v Bizovik,,14.5702847383715,46.0444428781081
2226,703021,Cesta XV,→,14.4809096078738,46.0459573556179
2225,703022,Cesta XV,,14.4802774130743,46.0466046027991
2135,304041,Chengdujska,→,14.5659071731747,46.0551790871287
2119,304042,Chengdujska,,14.5674585490773,46.0548199178901
1864,803111,Čebelarska,→,14.4717184718765,46.0783920213723
1865,803112,Čebelarska,,14.4715954707461,46.0789262533192
2217,103121,Čerinova,→,14.5121427492657,46.0899877293292
2218,103122,Čerinova,,14.5124448134791,46.0902824219899
2099,704011,Dolgi most - obračališče,→,14.4632149619944,46.037391581951
3309,600032,Dalmatinova,,14.5052983679243,46.0541199976755
2168,404031,Dobrunje,→,14.5796107563175,46.0432198441493
3972,703111,Dolgi most,→,14.467858134689,46.0373577379256
4460,703112,Dolgi most,,14.4653428518935,46.0368196968669
3378,704051,Dolgi most Rotar,→,14.4529943236577,46.0337101762823
3352,704052,Dolgi most Rotar,,14.4522756714304,46.03369140625
3400,614031,Dornig,→,14.4959933693876,46.0075072636593
3399,614032,Dornig,,14.4948794584353,46.0076825338998
1947,602021,Drama,→,14.5023260218633,46.0489598659593
1946,602022,Drama,,14.5017333205319,46.0488142650673
2037,803151,Draveljska gmajna,→,14.461609180508,46.0737654431551
2036,803152,Draveljska gmajna,,14.4614593041291,46.0739502116334
1929,803041,Dravlje,→,14.4776295445231,46.0835784412999
1928,803042,Dravlje,,14.4783480068958,46.0835599023968
2307,802051,Drenikova,→,14.496233611701,46.0670750543992
2240,802052,Drenikova,→,14.4962090122151,46.0668381822726
2341,104061,Elma,→,14.5271842337291,46.0985848889383
2342,104062,Elma,,14.5275079429496,46.0983366746928
2063,403051,Emona,→,14.5448415145015,46.0477987299173
2064,403052,Emona,,14.5454590738668,46.0474984725596
3478,202082,Flajšmanova,,14.5295005294853,46.064665777555
1972,301011,Friškovec,→,14.5183160715773,46.057442524105
1973,301012,Friškovec,,14.5167482582541,46.0574878665168
2299,304051,Fužine,→,14.5657533369432,46.0520364175342
3321,603093,Galjevica,→,14.5129519669234,46.0333866931329
3320,603094,Galjevica,,14.5130390305002,46.0331605568042
2329,102031,Gasilska brigada,→,14.5163895242491,46.0683122204821
2330,102032,Gasilska brigada,,14.5170917229402,46.0684989225221
1957,603021,Gerbičeva,→,14.4900057577242,46.0407648558072
1956,603022,Gerbičeva,,14.4898329587134,46.0403670659872
2094,703081,Glince,→,14.4821914599498,46.0432357780323
2093,703082,Glince,,14.4814343274799,46.0434445186122
2055,402051,Glonarjeva,→,14.5264661162759,46.0502893202748
2056,402052,Glonarjeva,,14.5270949974698,46.0505565109467
3953,714021,Gmajna,→,14.4426154752052,46.044814694232
3954,714022,Gmajna,,14.4430646328473,46.045177506867
3715,603151,Goluhova,→,14.5172115763985,46.0315140794488
3716,603152,Goluhova,,14.5174631046781,46.0310197800233
2213,103091,Gorjančeva,→,14.5075294684764,46.0849519977653
2214,103092,Gorjančeva,,14.5079036791005,46.0860602839651
2053,402061,Gornje Poljane,→,14.5223698735479,46.0489022481686
2054,402062,Gornje Poljane,,14.5245678375734,46.0487326038029
2026,504011,Gornji Rudnik,→,14.5354591916259,46.0283415248652
2027,504012,Gornji Rudnik,,14.5355323015909,46.0280429889558
2014,602101,Gornji trg,→,14.5063616966418,46.0459373831064
2015,602102,Gornji trg,,14.5064869358443,46.0457408698752
1942,700011,Kolizej,→,14.50390213335,46.0547112836872
1884,204021,GZL,→,14.563411,46.062134
1885,204022,GZL,,14.564377,46.061968
1953,602031,Hajdrihova,→,14.4904055379179,46.045525262675
1952,602032,Hajdrihova,,14.489879993166,46.0458430605145
2199,101011,Hranilniška,→,14.507314712315,46.0637352088869
2200,101012,Hranilniška,,14.5076000429589,46.0638776016509
2151,204061,Hrastje,→,14.5633281342416,46.074654664111
2152,204062,Hrastje,,14.5637845561949,46.0746909404647
3365,404111,Hruševska,→,14.5643275095289,46.0397776852003
3374,404112,Hruševska,,14.5647766671709,46.039508677188
2164,404011,Hrušica,→,14.5592465274681,46.045579741671
2165,404012,Hrušica,,14.5604542338362,46.0451824142776
2049,402011,Hrvatski trg,→,14.5168527242346,46.0524970098127
2050,402012,Hrvatski trg,,14.5178402366579,46.0521860232111
2047,501011,Ilirska,→,14.5137765606089,46.0530533396928
2048,501012,Ilirska,,14.5141083545737,46.0528795585258
2318,603101,Ilovica,→,14.5119981644784,46.0287453037109
2317,603102,Ilovica,,14.5116712282574,46.0283243333925
1900,804161,IMP,→,14.4770886855179,46.0890354971728
1901,804162,IMP,,14.4773244519037,46.0893348633412
2322,604011,Iški most,→,14.5106727296962,46.0196012053216
2321,604012,Iški most,,14.5103365236176,46.0198198672622
3319,603121,Ižanska,→,14.5130939713252,46.0353721580662
3318,603122,Ižanska,,14.5127596969969,46.0349717611473
3801,604061,Ižica,→,14.5155047773587,46.0044336839578
3802,604062,Ižica,,14.5153520637604,46.0041582427621
1955,603011,Jadranska,→,14.4886758245036,46.0437795777789
1954,603012,Jadranska,,14.4892784678837,46.0422488747526
2190,703031,Jamnikarjeva,→,14.4752195167235,46.0448326076806
2189,703032,Jamnikarjeva,,14.4744900543158,46.0451372022588
2057,403011,Jana Husa,→,14.5329079230999,46.0532800749137
2058,403012,Jana Husa,,14.5339355788506,46.0534490553296
2001,203091,Jarše,→,14.5366875508196,46.0684510441875
2002,203092,Jarše,,14.5387445215647,46.0687318055859
3472,104031,Ježica,→,14.5170408964945,46.0975162283911
3473,104032,Ježica,,14.5170319133417,46.0982380295797
1908,104033,Ježica,→,14.5162963269339,46.0974609029863
3324,504041,Jurčkova,→,14.5276550152748,46.0265681277864
3325,504042,Jurčkova,,14.5287127283254,46.0258763313666
1992,303022,Kajuhova,→,14.5406648756758,46.0567921339455
2219,104021,Kališnikov trg,→,14.5107395210725,46.0936096229744
2220,104022,Kališnikov trg,,14.5111587770356,46.0935912186703
2235,803181,Kamna Gorica,→,14.4651971684716,46.0794128450809
2327,102091,Kardeljeva ploščad,→,14.519127204168,46.0717802316615
2328,102092,Kardeljeva ploščad,,14.5196174922125,46.0725598758594
1996,203051,Kavčičeva,,14.535905113622,46.0640695390938
1995,203052,Kavčičeva,→,14.5364808386361,46.0639666638168
1936,802021,Kino Šiška,→,14.489376,46.069726
1937,802022,Kino Šiška,,14.49028,46.069271
1985,402031,Klinični center,→,14.5205554330943,46.0524267760194
1986,402032,Klinični center,,14.5209650400139,46.0523047836622
2043,803081,Kneza Koclja,→,14.4809568373857,46.0714477548823
2042,803082,Kneza Koclja,,14.4809774479051,46.0717449040447
2107,403021,Kodeljevo,→,14.5391744150322,46.0521922899648
2060,403022,Kodeljevo,,14.5391041111301,46.0512200388844
2059,403023,Kodeljevo,→,14.5395596910308,46.051574636556
2003,203101,Kodrova,→,14.5399354977784,46.0692253015597
2004,203102,Kodrova,,14.5414942639509,46.0691507508133
1974,300011,Kolodvor,→,14.5094296324936,46.0577343087827
1975,300012,Kolodvor,,14.5109627482171,46.0574747093719
1930,803031,Kompas,→,14.4802981654157,46.0797182553747
1931,803032,Kompas,,14.4807016995688,46.0798333635307
1944,601012,Konzorcij,,14.5028208626036,46.0512362310992
1961,603041,Koprska,→,14.4845342445523,46.0353959724272
3509,603044,Koprska,,14.4832452268611,46.0352461611615
2039,803141,Koseze,→,14.4673609645689,46.072124031422
2038,803142,Koseze,,14.4676912359921,46.0721727685109
3642,803211,Kovinarska,→,14.4913580625216,46.0803964420806
3641,803212,Kovinarska,,14.4918072201637,46.0804464528947
3417,704101,Kozarje,→,14.445909,46.031497
3416,704102,Kozarje,,14.447189,46.0321
3951,714011,Kozarje GD,→,14.4422741153973,46.0374578380059
3952,714012,Kozarje GD,,14.4433970095024,46.0374077879885
3639,203211,Kranjčeva,→,14.5258623525846,46.0689677747977
3313,501031,Krekov trg,,14.5107649777746,46.0505445674127
3312,501032,Krekov trg,→,14.5104436548026,46.0502050925444
1959,603031,Krimska,→,14.4897181962958,46.0365812948747
1958,603032,Krimska,,14.4892577226481,46.0366909125103
2012,602061,Križanke,→,14.5016451401323,46.0462959189535
2013,602062,Križanke,,14.5021824108121,46.0459610063461
3362,404101,Krožna pot,→,14.5564451217651,46.0410499572754
3373,404102,Krožna pot,,14.5565439364464,46.0407058849986
2331,101034,Kržičeva,,14.5142398703514,46.0653036134428
2320,603111,Lahova pot,→,14.511304459977,46.0244871008917
2319,603112,Lahova pot,,14.5110600058389,46.0244493799523
3503,504081,Lavrica pri Malči,→,14.5553350992308,46.0003370728329
3502,504082,Lavrica pri Malči,,14.5542211882784,46.0014733378539
1882,204011,Leskoškova,→,14.558657,46.06205
1883,204012,Leskoškova,,14.558216,46.061921
1888,204041,Letališka,→,14.5701118255108,46.0622142671473
1889,204042,Letališka,,14.571226,46.062066
1890,204051,Letališka-obračališče,→,14.5732202133182,46.0621538094006
3640,103201,Litostroj,→,14.497189982638,46.0826421091
1906,803051,Litostrojska,→,14.4884700644529,46.0767783216972
1907,803052,Litostrojska,,14.4889747268173,46.0767540512211
2316,603091,Livada,→,14.5113156846602,46.0343603175769
2315,603092,Livada,,14.5124860998746,46.0331502007534
3718,300013,AP Ljubljana,,14.51054,46.05782
1904,803061,Ljubljanske brigade,→,14.4866913944941,46.0797538084623
1905,803062,Ljubljanske brigade,,14.4852617844443,46.0816800238783
3521,103161,Maroltova,,14.5196909265827,46.0797931830415
3520,103162,Maroltova,→,14.5199244885565,46.0794399764814
2083,102081,Mercator,→,14.5111779382601,46.0742667424902
2084,102082,Mercator,,14.5116842768961,46.0747260644736
3103,604031,Mestni log,→,14.472651640192,46.0300779457793
3323,503051,Mihov štradon,→,14.521560938484,46.0293798924376
3322,503052,Mihov štradon,,14.521880358945,46.0290365700358
2103,602071,Mirje,→,14.5007129425827,46.0446703595961
2102,602072,Mirje,,14.500669119305,46.0456223330086
2303,102061,Mostovna,→,14.4994673368048,46.0742984465222
2304,102062,Mostovna,,14.4997909001977,46.0744557792793
1915,603061,Murgle,→,14.4999838811257,46.0384535917753
3572,603064,Murgle,,14.5005157571694,46.0378633192509
2033,804211,Murkova,→,14.4500348271652,46.0735555583435
2032,804212,Murkova,,14.4489268845816,46.0741641610318
2324,103081,Nove Stožice,→,14.519774,46.081845
1872,802031,Na jami,→,14.4901457775681,46.0666307062578
1873,802032,Na jami,,14.4897452389028,46.0666625666718
4235,203231,Na Žale,→,14.5292849338171,46.0715438092827
4236,203232,Na Žale,,14.529913754516,46.0716188375998
3031,204131,Nadgorica,→,14.5580112653559,46.0974956006654
2227,204132,Nadgorica,,14.5587907666205,46.0965760067762
3336,100012,Navje,,14.5093692228477,46.0596030795498
2008,203171,Nove Jarše,→,14.5512191149212,46.0695989381466
3471,203161,Nove Jarše-Šmartinska,→,14.5484280325217,46.0703746047442
2309,203071,Nove Žale,→,14.5315843856506,46.0743922225175
2310,203072,Nove Žale,,14.5321195846937,46.074574781396
3327,504051,NS Rudnik,→,14.5351957555686,46.0201996502363
3326,504052,NS Rudnik,,14.5347886575055,46.0203070759981
3328,504061,NS Rudnik,→,14.535336,46.018421
2106,303032,Ob sotočju,,14.5398492793268,46.0538213183786
2337,104081,Obrtna cona,→,14.5422142160388,46.0977519102331
2338,104082,Obrtna cona,,14.5433187221436,46.097300000303
2035,804201,Omersova,→,14.454199290376,46.0740682324078
2034,804202,Omersova,,14.45286424872,46.0741445860599
3317,503014,Orlova,,14.5169515609741,46.038932800293
2133,304021,Osenjakova,→,14.5608268973777,46.0561815767354
2134,304022,Osenjakova,,14.5621699638457,46.0555715988365
2201,101021,Parmova,→,14.5047452664051,46.0637332738403
2202,101022,Parmova,,14.5044379113636,46.0638467697702
2024,503041,Peruzzijeva,→,14.532655721019,46.0299221276014
2025,503042,Peruzzijeva,,14.5317593452538,46.0302659686408
3396,614011,Plečnikova cerkev,→,14.5064946750589,46.0118200011569
3395,614012,Plečnikova cerkev,,14.505982635347,46.0122268457141
1862,803121,Plešičeva,→,14.4694274912936,46.0815100577848
1863,803122,Plešičeva,,14.4696368664751,46.0818567495464
2159,403031,Pod Golovcem,→,14.5299335821447,46.0485397859698
2160,403032,Pod Golovcem,,14.5299234236632,46.0484020012933
3491,504071,Pod Hribom,→,14.549358308207,46.0063029846471
3490,504072,Pod Hribom,,14.5483521950888,46.0064156609062
3261,804191,Pod Kamno Gorico,→,14.4558888690389,46.0737110332312
2196,702011,Pod Rožnikom,→,14.4922797762011,46.0511154924379
2195,702012,Pod Rožnikom,,14.4919779753942,46.0511971984579
1922,804031,Podgora,→,14.4692993577114,46.0925702680057
1923,804032,Podgora,,14.4691406660577,46.0935450967278
2205,102051,Podmilščakova,→,14.5033811152253,46.0694200442557
2206,102052,Podmilščakova,,14.503734900294,46.0696646188722
2186,703051,Podmornica,→,14.4650218068887,46.0472638488987
2185,703052,Podmornica,,14.4643458194798,46.047409180621
2031,804221,Podutik,→,14.4437468732627,46.074700607212
2211,103061,Pohorskega bataljona,→,14.5072916018955,46.0824088609516
2212,103062,Pohorskega bataljona,,14.5074840738995,46.0820525723104
1964,203011,Pokopališka,→,14.5292756102799,46.065626401728
1965,203012,Pokopališka,,14.5290011802691,46.0656090130998
2105,402021,Poliklinika,→,14.5195247598878,46.0538088922616
2104,402022,Poliklinika,,14.5190345536217,46.0535822010773
1983,502011,Poljanska,→,14.5147725070593,46.0505552898975
1984,502012,Poljanska,,14.5156647031503,46.0500317413051
1945,601011,Pošta,→,14.5035070930001,46.052064807962
2112,303051,Pot na Fužine,→,14.5495750133502,46.0562549828926
2130,303052,Pot na Fužine,,14.5511274159203,46.0559793120522
1913,603071,Pot na Rakovo jelšo,→,14.5014376009105,46.0328981940404
1912,603072,Pot na Rakovo jelšo,,14.5019511368623,46.0334289421751
2115,304011,Preglov trg,→,14.5588679432511,46.0546966918945
2116,304012,Preglov trg,,14.5586838234352,46.0545282823353
1876,202021,Prekmurska,→,14.5158912218391,46.0645765757045
1877,202022,Prekmurska,,14.5165665689864,46.0645865836567
3562,604051,Pri Maranzu,→,14.5146873104501,46.0072067990893
3561,604052,Pri Maranzu,,14.5144537484762,46.0068186965887
2016,602111,Privoz,→,14.5113775201499,46.0440087305618
2017,602112,Privoz,,14.5116395329957,46.0436871390557
1924,804021,Prušnikova,→,14.4716311635353,46.089910023321
1925,804022,Prušnikova,,14.4713579672898,46.0907175876449
1859,804181,Pržan,→,14.4587585391091,46.088468380925
2325,103041,Puhova,→,14.5195276329798,46.0764620845281
2326,103042,Puhova,,14.5199693652432,46.0768816213189
2020,503021,Rakovnik,→,14.5229852606273,46.03622560865
2021,503022,Rakovnik,,14.5237769348064,46.0356131885114
2162,403061,Rast,→,14.5527966953013,46.0467650358979
2163,403062,Rast,,14.5529696589914,46.046550417811
2090,100021,Razstavišče,→,14.5070188919119,46.0607888162495
2089,100022,Razstavišče,,14.5077089966774,46.0610219292677
1935,803014,Remiza,,14.4855071825561,46.0743539437374
1886,204031,Rog,→,14.566488,46.062149
1887,204032,Rog,,14.567524,46.062026
3314,502021,Roška,→,14.519437789917,46.048454284668
2244,502022,Roška,,14.5207411189343,46.0486676620314
3717,502024,Roška,,14.5197080563576,46.0494182535155
1998,203021,Rožičeva,,14.5317005640753,46.0633447391051
1997,203022,Rožičeva,→,14.5320453199363,46.0633347305643
2192,703011,Rožna dolina,→,14.4822085265935,46.0477793973284
2191,703012,Rožna dolina,,14.4819687322362,46.0479019720208
2030,504031,Rudnik,→,14.5438013202765,46.0177844342114
3508,504032,Rudnik,,14.543262719638,46.0176125578445
3507,504033,Rudnik,→,14.5432447533323,46.0187265613968
2117,304031,Rusjanov trg,→,14.5635381579658,46.0547213197494
2118,304032,Rusjanov trg,,14.56285010191,46.0545252114319
2075,103131,Ruski car,→,14.51384,46.09022
2076,103132,Ruski car,,14.51398,46.09064
3405,614061,Rutar,→,14.4766706076262,46.0002174045193
3406,614062,Rutar,,14.475942972246,46.0002205347651
2241,102011,Samova,,14.505442213679,46.0671138382894
2242,102012,Samova,→,14.5049636004673,46.0667738851436
2221,104011,Savlje,→,14.503254,46.095171
1878,202031,Savske stolpnice,→,14.5217855318437,46.065797444571
1879,202032,Savske stolpnice,,14.5230283655615,46.065866186599
1968,202041,Savsko naselje,→,14.5243578154065,46.0626691785687
1969,202042,Savsko naselje,,14.524853932852,46.0627649957494
1934,803011,Slovenija avto,→,14.4863817754814,46.0729871704143
2011,803012,Slovenija avto,,14.4865567638802,46.0738537171375
2333,204111,Slovenijales,→,14.5525718253956,46.0938797664379
2334,204112,Slovenijales,,14.5533908952253,46.0935650658959
2079,103071,Smelt,→,14.5130944086417,46.0822915734937
2080,103072,Smelt,,14.5134640245604,46.0822741463821
2153,204071,Sneberje,→,14.5690663487487,46.0778165548515
2154,204072,Sneberje,,14.5695140029539,46.0778972251394
2236,803171,Spar,→,14.4670230843961,46.0768851769341
2237,803172,Spar,,14.4676108743937,46.0770029462891
2028,504021,Spodnji Rudnik,→,14.5401874811351,46.0236765791319
2029,504022,Spodnji Rudnik,,14.5404867282094,46.022754200005
2149,202043,Središka,→,14.5248530374981,46.0625303856775
2150,202044,Središka,,14.5263063553858,46.0630727786738
2085,102041,Stadion,→,14.51023,46.06938
2086,102042,Stadion,,14.51042,46.06942
2092,703071,Stan in dom,→,14.4861148282617,46.044401664897
2091,703072,Stan in dom,,14.4865134291888,46.0448634378802
1938,802011,Stara cerkev,→,14.4943382197834,46.0640674962697
1939,802012,Stara cerkev,,14.4942089544609,46.0650025718064
2077,103101,Stožice,→,14.5138290303445,46.0862351317798
2078,103102,Stožice,,14.5140151073556,46.0860541515796
2018,503011,Strelišče,→,14.5171085645323,46.0393406347181
2019,503012,Strelišče,,14.5176450608338,46.0386440849511
3315,502031,Streliška,→,14.5169512539615,46.0446072780575
3316,502032,Streliška,,14.5183204559035,46.0449877191722
2120,304061,Studenec,→,14.576019820884,46.0547196858719
2121,304062,Studenec,,14.5761047898288,46.0544873028857
1920,804041,Šentvid,→,14.4663668666688,46.095469885169
1921,804042,Šentvid,,14.4653547563056,46.0966915278023
2044,803016,Šišenska,,14.4850548474213,46.0737811474814
2339,104071,Šlandrova,→,14.5356621798438,46.0979042125744
2340,104072,Šlandrova,,14.5360097084519,46.09779540501
1999,203041,Šola Jarše,→,14.533173796629,46.0667535149744
2000,203042,Šola Jarše,,14.5345499734436,46.0671498839754
2243,203044,Šola Jarše,,14.5341802327549,46.0664026885602
3523,103182,Titova,,14.5252065824273,46.0763391628087
2161,403041,Štepanja vas,→,14.5375551922354,46.048018191623
2062,403042,Štepanja vas,,14.539141192577,46.0479287229107
2061,403043,Štepanja vas,→,14.5385547626929,46.048686027518
2065,303041,Štepanjsko naselje,→,14.5478810412379,46.0538135256933
2108,303043,Štepanjsko naselje,→,14.548200669132,46.0535669144503
2194,702021,Študentsko naselje,→,14.4884871017185,46.0495360420264
2193,702022,Študentsko naselje,,14.4874220959407,46.0493868667932
2045,500011,Tavčarjeva,→,14.5063137855025,46.0547360452192
3511,603141,Tbilisijska,→,14.4781438446922,46.0337352434663
3510,603142,Tbilisijska,,14.4782336762206,46.0339792531908
1902,803071,Tehnounion,→,14.4803785080757,46.0858335781574
1903,803072,Tehnounion,,14.4796957407311,46.0870563684513
2305,802061,Tiki,→,14.4951453995516,46.0729595617098
2306,802062,Tiki,,14.495428416438,46.072781524367
1940,801011,Tivoli,→,14.4973438354549,46.0603002787038
1941,801012,Tivoli,,14.4979610166072,46.0600747882683
3974,701012,Tivolska,,14.4977540673445,46.0529711439703
1951,602041,Tobačna,→,14.4944646192484,46.0469033031607
1950,602042,Tobačna,,14.4935786010422,46.0470755662802
2308,203081,Tomačevo,→,14.5367319984973,46.0795024004748
2311,203031,Tomačevska,→,14.5273421781761,46.0695306961881
2312,203032,Tomačevska,,14.5274983509624,46.0692545747422
2301,103011,Toplarna,→,14.5002135465797,46.0765221526591
2302,103012,Toplarna,,14.5003913078894,46.0763351988842
2313,102021,Topniška,→,14.5149228423992,46.0672344350151
2314,102022,Topniška,,14.5148355703627,46.0670790150096
2300,103051,Tovarna Lek,→,14.5010738402604,46.0793690268546
1994,203061,Tovorni kolodvor,→,14.5391211009896,46.0614408098368
1993,203062,Tovorni kolodvor,→,14.5394172706079,46.060729764712
1926,804011,Trata,→,14.4740952834977,46.0870811635291
1927,804012,Trata,,14.4746134585934,46.0871662820164
1909,602121,Trnovo,→,14.509281380943,46.0409531476367
1866,803101,Tržnica Koseze,→,14.4758989929015,46.073932320023
1867,803102,Tržnica Koseze,,14.4758692630004,46.0743592966343
1989,303011,Tržnica Moste,→,14.5344568660752,46.0558777600207
1990,303012,Tržnica Moste,,14.5339650999744,46.0554975381072
2046,500012,Turist,,14.5074699497496,46.0535979234662
1911,603081,Veliki štradon,→,14.5047099987106,46.0374530185592
1910,603082,Veliki štradon,,14.5055322633425,46.0378636579932
1970,202011,Viadukt,→,14.52062,46.05941
1971,202012,Viadukt,,14.5211296660527,46.059471046818
2096,703091,Vič,→,14.4780545673349,46.0421398444185
2095,703092,Vič,,14.4773615599551,46.0422099163163
2188,703041,Viško polje,→,14.4695828205199,46.0459405458918
2187,703042,Viško polje,,14.4690759204989,46.0463661760391
2207,102071,Vodovodna,→,14.5045382628815,46.0746816258463
2208,102072,Vodovodna,,14.5051744436035,46.075412353716
2180,704031,Vrhovci,→,14.4552457075807,46.0439071594799
2297,203191,Yulon,→,14.552712,46.061986
2298,203192,Yulon,,14.553738,46.061852
2128,204081,Zadobrova,→,14.57993,46.071015
1991,303021,Zaloška,→,14.5395127552736,46.0561411194173
2111,303024,Zaloška,,14.5419185875166,46.0557930676559
1963,202051,Zelena jama,→,14.529347,46.063581
1868,803091,Zgornja Šiška,→,14.4804184082228,46.0699732179614
1869,803092,Zgornja Šiška,,14.4784491185266,46.0711072255671
3404,614051,Zidarjevec,→,14.481656257453,46.0021862938895
3403,614052,Zidarjevec,,14.4805782791121,46.0022864580773
1916,602092,Ziherlova,,14.4996355985021,46.0405037688203
1917,602093,Ziherlova,→,14.5001231726554,46.0418212314252
3311,501021,Zmajski most,→,14.5107176337077,46.0515774565414
3310,501022,Zmajski most,,14.5102044360555,46.0522134847809
1966,202061,Žale,→,14.5272767513117,46.0669620118359
1967,202062,Žale,,14.5276637870277,46.066898944631
3307,201011,Železna,→,14.5134899323093,46.0611179589993
2005,203151,Žito,→,14.5452580430306,46.0699275349816
2006,203152,Žito,,14.5467393442049,46.0698226895654
3476,703121,Živalski vrt,→,14.4712807159216,46.0529961618898
3477,703122,Živalski vrt,,14.4718466545505,46.0526896915896
